id,name,type,state,total_shootings
3145,Abbeville County Sheriff's Office,sheriff,SC,1
2576,Aberdeen Police Department,local_police,WA,1
2114,Abilene Police Department,local_police,TX,8
2088,Abington Township Police Department,local_police,PA,1
3187,Acadia Parish Sheriff's Office,sheriff,LA,1
3375,Acworth Police Department,local_police,GA,1
1241,Ada County Sheriff's Office,sheriff,ID,6
1615,Adair County Sheriff's Office,sheriff,OK,1
1978,Adams County Sheriff's Department,sheriff,CO,16
897,Adams County Sheriff's Department,sheriff,ID,1
3706,Adams County Sheriff's Office,sheriff,IL,1
3708,Adams County Sheriff's Office,sheriff,MS,1
3194,Adams County Sheriff's Office,sheriff,NE,1
3712,Adams County Sheriff's Office,sheriff,WA,1
3561,Adams County Sheriff's Office,sheriff,WI,1
2579,Ada Police Department,local_police,OK,3
3107,Adel Police Department,local_police,GA,1
914,Aiken County Sheriff's Office,sheriff,SC,7
1203,Aitkin County Sheriff's Office,sheriff,MN,1
815,Akron Police Department,local_police,OH,10
589,Alabama Law Enforcement Agency,state_police,AL,4
860,Alabama State Police,state_police,AL,4
3848,Alabama State Troopers,state_police,AL,2
1180,Alachua County Sheriff's Office,sheriff,FL,6
2168,Alamance County Sheriff's Office,sheriff,NC,3
806,Alameda County Sheriff's Office,sheriff,CA,5
1434,Alamogordo Police Department,local_police,NM,2
3879,Alamosa County Sheriff's Office,sheriff,CO,1
2354,Alamosa Police Department,local_police,CO,1
775,Alaska State Troopers,state_police,AK,33
3888,Alaska Wildlife Troopers,state_other,AK,1
958,Albany County Sheriff's Office,sheriff,WY,2
1443,Albany Police Department,local_police,GA,2
2237,Albany Police Department,local_police,NY,1
3901,Albany Police Department,local_police,OR,1
3551,Albemarle County Police Department,local_police,VA,1
2370,Albert Lea Police Department,local_police,MN,1
3452,Albertville Police Department,local_police,AL,1
3498,Albion Department of Public Safety,local_police,MI,1
508,Albuquerque Police Department,local_police,NM,54
3165,Alcorn County Sheriff's Office,sheriff,MS,2
3949,Alexander County Sheriff's Office,sheriff,NC,1
793,Alexandria Police Department,local_police,LA,3
2924,Alexandria Police Department,local_police,VA,3
1754,Alhambra Police Department,local_police,CA,1
3607,Alice Police Department,local_police,TX,1
3491,Allegan County Sheriff's Office,sheriff,MI,1
2149,Alleghany County Sheriff's Office,sheriff,NC,1
3996,Allegheny County Police Department,local_police,PA,1
1055,Allegheny County Port Authority,state_other,PA,1
2545,Allegheny County Sheriff's Department,sheriff,PA,1
1831,Allen County Sheriff's Department,sheriff,OH,3
4003,Allen County Sheriff's Office,sheriff,IN,1
2028,Allen County Sheriff's Office,sheriff,KY,2
1555,Allen Police Department,local_police,TX,4
1746,Allentown Police Department,local_police,PA,5
4019,Alliance Police Department,local_police,OH,1
4050,Alpharetta Department of Public Safety,local_police,GA,1
4066,Altamonte Springs Police Department,local_police,FL,2
185,Alton Police Department,local_police,IL,2
2895,Altoona Police Department,local_police,IA,1
4088,Altus Police Department,local_police,OK,1
1528,Alvin Police Department,local_police,TX,3
984,Amarillo Police Department,local_police,TX,23
4105,Amberley Village Police Department,local_police,OH,1
4113,Amelia County Sheriff's Office,sheriff,VA,2
3547,Amherst County Sheriff's Office,sheriff,VA,2
4145,Amory Police Department,local_police,MS,1
1657,Amtrak Police Department,local_police,IL,2
1651,Anadarko Police Department,local_police,OK,3
79,Anaheim Police Department,local_police,CA,18
3211,Anamosa Police Department,local_police,IA,1
208,Anchorage Police Department,local_police,AK,20
1707,Anderson County Sheriff's Office,sheriff,KY,1
1403,Anderson County Sheriff's Office,sheriff,SC,7
3416,Anderson County Sheriff's Office,sheriff,TN,1
1697,Anderson Police Department,local_police,CA,2
3075,Anderson Police Department,local_police,IN,1
551,Andover Police Department,local_police,NJ,1
4184,Andrews Police Department,local_police,TX,1
2717,Androscoggin County Sheriff's Office,sheriff,ME,1
2478,Angel Fire Police Department,local_police,NM,1
4189,Angelina County Sheriff's Office,sheriff,TX,1
3593,Angola Police Department,local_police,IN,1
2295,Ankeny Police Department,local_police,IA,1
2330,Anne Arundel County Police Department,local_police,MD,7
1932,Anniston Police Department,local_police,AL,1
2458,Anoka County Sheriff's Office,sheriff,MN,1
3040,Anoka Police Department,local_police,MN,1
911,Anson County Sheriff's Department,sheriff,NC,4
2679,Ansonia Police Department,local_police,CT,1
4228,Anthony Police Department,local_police,TX,1
1251,Antigo Police Department,local_police,WI,2
1781,Antioch Police Department,local_police,CA,4
1787,Apache Junction Police Department,local_police,AZ,2
2470,Apex Police Department,local_police,NC,1
3269,Appanoose County Sheriff's Office,sheriff,IA,1
1745,Appleton Police Department,local_police,WI,5
740,Arab Police Department,local_police,AL,1
3340,Aragon Police Department,local_police,GA,1
3089,Aransas Pass Police Department,local_police,TX,2
565,Arapahoe County Sheriff's Office,sheriff,CO,11
1877,Arcata Police Department,local_police,CA,1
745,Archdale Police Department,local_police,NC,1
4294,Archer County Sheriff's Office,sheriff,TX,1
290,Arcola Police Department,local_police,IL,1
703,Ardmore Police Department,local_police,OK,1
2494,Ardsley Police Department,local_police,NY,1
817,Arizona Department of Public Safety,state_police,AZ,18
488,Arkansas Department of Community Correction,state_other,AR,1
2562,Arkansas State Police,state_police,AR,17
3260,Arkoma Police Department,local_police,OK,1
480,Arlington County Police Department,local_police,VA,3
698,Arlington Police Department,local_police,TX,19
513,Aroostook County Sheriff's Office,sheriff,ME,3
1382,Artesia Police Department,local_police,NM,1
2026,Arvada Police Department,local_police,CO,10
2534,Asbury Park Police Department,local_police,NJ,2
4482,Ashburn Police Department,local_police,GA,1
639,Ashe County Sheriff's Office,sheriff,NC,2
1351,Asheville Police Department,local_police,NC,2
4496,Ashland County Sheriff's Office,sheriff,OH,1
1945,Ashland County Sheriff's Office,sheriff,WI,2
1408,Ashtabula County Sheriff's Office,sheriff,OH,6
1520,Ashtabula Police Department,local_police,OH,2
1137,Ashville Police Department,local_police,AL,1
773,Ashwaubenon Public Safety,local_police,WI,1
3431,Assumption Parish Sheriff's Office,sheriff,LA,1
3477,Atascosa County Sheriff's Office,sheriff,TX,3
2426,Athens-Clarke County Sheriff's Office,sheriff,GA,5
2607,Athens-Clarke Police Department,local_police,GA,4
2702,Athens County Sheriff's Office,sheriff,OH,1
4553,Athens Police Department,local_police,AL,2
2956,Athens Police Department,local_police,TN,1
2713,Atkinson County Sheriff's Department,sheriff,GA,1
3403,Atkins Police Department,local_police,AR,2
447,Atlanta Police Department,local_police,GA,24
636,Atlantic City Police Department,local_police,NJ,4
2535,Attorney General's Narcotics Task Force,state_other,PA,1
634,Atwater Police Department,local_police,CA,3
2850,Auburndale Police Department,local_police,FL,3
1208,Auburn Police Department,local_police,AL,2
3163,Auburn Police Department,local_police,GA,1
2343,Auburn Police Department,local_police,MA,1
2700,Auburn Police Department,local_police,ME,2
3253,Auburn Police Department,local_police,NY,1
1447,Auburn Police Department,local_police,WA,6
3331,Augusta County Sheriff's Department,sheriff,VA,1
3231,Augusta Police Department,local_police,ME,2
2420,Augusta Police Department,local_police,WI,1
21,Aurora Police Department,local_police,CO,27
2113,Aurora Police Department,local_police,IL,2
1445,Aurora Police Department,local_police,MO,1
1333,Austin County Sheriff's Department,sheriff,TX,1
3069,Austin Police Department,local_police,AR,1
1609,Austin Police Department,local_police,MN,2
141,Austin Police Department,local_police,TX,45
1680,Avenal Police Department,local_police,CA,1
1763,Avondale Police Department,local_police,AZ,5
1462,Avon Police Department,local_police,MN,1
4706,Avoyelles Parish Sheriff's Office,sheriff,LA,1
1144,Azle Police Department,local_police,TX,1
588,Azusa Police Department,local_police,CA,7
2787,Baca County Sheriff's Department,sheriff,CO,1
1805,Bainbridge Island Police Department,local_police,WA,1
2719,Bainbridge Police Department,local_police,GA,1
2275,Baker County Sheriff's Office,sheriff,FL,2
7,Bakersfield Police Department,local_police,CA,32
1728,Balch Springs Police Department,local_police,TX,1
4756,Balcones Heights Police Department,local_police,TX,1
4760,Baldwin Borough Police Department,local_police,PA,1
87,Baldwin County Sheriff's Department,sheriff,AL,7
3562,Baldwin County Sheriff's Office,sheriff,GA,1
2256,Ball Police Department,local_police,LA,1
4784,Baltimore City Police Department,local_police,MD,4
128,Baltimore County Police Department,local_police,MD,26
149,Baltimore Police Department,local_police,MD,23
4799,Bandera County Sheriff's Office,sheriff,TX,2
949,Bangor Police Department,local_police,ME,1
3401,Banks County Sheriff's Office,sheriff,GA,1
2398,Banning Police Department,local_police,CA,2
2001,Bannock County Sheriff's Department,sheriff,ID,1
2405,Barberton Police Department,local_police,OH,2
3533,Barbourville Police Department,local_police,KY,1
1305,Barren County Sheriff's Department,sheriff,KY,1
3511,Barren County Sheriff's Office,sheriff,KY,1
4866,Barron County Sheriff's Office,sheriff,WI,1
3162,Barrow County Sheriff's Office,sheriff,GA,2
4869,Barry County Sheriff's Office,sheriff,MI,1
785,Barstow Police Department,local_police,CA,5
1500,Bartlesville Police Department,local_police,OK,4
2304,Bartlett Police Department,local_police,TN,1
4883,Barton County Sheriff's Office,sheriff,MO,1
663,Bartow County Sheriff's Office,sheriff,GA,5
4890,Bartow Police Department,local_police,FL,1
2015,BART Police Department,local_police,CA,1
4902,Bastrop County Sheriff's Office,sheriff,TX,1
2435,Bastrop Police Department,local_police,LA,2
2846,Bates County Sheriff's Department,sheriff,MO,1
1939,Batesville Police Department,local_police,AR,1
2936,Batesville Police Department,local_police,IN,1
2466,Bath County Sheriff's Office,sheriff,KY,1
4916,Bath Township Police Department,local_police,MI,1
1098,Baton Rouge Police Department,local_police,LA,8
2043,Battle Creek Police Department,local_police,MI,4
2110,Baxter County Sheriff's Department,sheriff,AR,1
569,Bay City Police Department,local_police,MI,1
2891,Bay City Police Department,local_police,TX,1
2465,Bay County Sheriff's Department,sheriff,FL,1
3550,Bay County Sheriff’s Department,sheriff,MI,1
4957,Baylor County Sheriff's Office,sheriff,TX,1
3539,Bay Minette Police Department,local_police,AL,1
3128,Bayonne Police Department,local_police,NJ,1
4946,Bay St. Louis Police Department,local_police,MS,1
356,Baytown Police Department,local_police,TX,3
462,Beacon Police Department,local_police,NY,1
3100,Bean Station Police Department,local_police,TN,1
3495,Beatrice Police Department,local_police,NE,1
2539,Beaufort County Sheriff's Department,sheriff,SC,2
1456,Beaumont Police Department,local_police,CA,3
1147,Beaumont Police Department,local_police,TX,10
1007,Beauregard Parish Sheriff's Office,sheriff,LA,2
1400,Beaver Dam Police Department,local_police,WI,1
923,Beaverhead County Sheriff's Office,sheriff,MT,1
638,Beaverton Police Department,local_police,OR,6
5024,Beckley Police Department,local_police,WV,1
3262,Bedford County Sheriff's Office,sheriff,VA,1
5031,Bedford Police,local_police,IN,1
2024,Bedford Police Department,local_police,TX,3
566,Beech Grove Police Department,local_police,IN,2
3506,Beeville Police Department,local_police,TX,2
2837,Bell County Sheriff's Department,sheriff,KY,2
1422,Bell County Sheriff's Department,sheriff,TX,1
1952,Bellefonte Police Department,local_police,KY,2
1331,Belleville Police Department,local_police,IL,2
2512,Bellevue Police Department,local_police,NE,1
2511,Bellevue Police Department,local_police,WA,3
2346,Bell Gardens Police Department,local_police,CA,2
1686,Bellingham Police Department,local_police,WA,1
1362,Bell Police Department,local_police,CA,1
1334,Bellville Police Department,local_police,TX,1
2188,Belmont County Sheriff's Department,sheriff,OH,1
2500,Belmont Police Department,local_police,NH,1
2651,Beloit Police Department,local_police,WI,3
2068,Belton Police Department,local_police,MO,3
2345,Bemidji Police Department,local_police,MN,1
5171,Benbrook Police Department,local_police,TX,1
1283,Bend Police Department,local_police,OR,1
1490,Benton Charter Township Police Department,local_police,MI,1
2549,Benton County Sheriff's Office,sheriff,AR,3
5212,Benton County Sheriff's Office,sheriff,OR,1
1806,Benton County Sheriff's Office,sheriff,WA,3
3410,Benton Harbor Department of Public Safety,local_police,MI,1
1483,Benton Police Department,local_police,AR,4
2644,Bentonville Police Department,local_police,AR,3
537,Berkeley County Sheriff's Office,sheriff,SC,5
1760,Berkeley County Sheriff's Office,sheriff,WV,3
5242,Berkeley Police Department,local_police,CA,2
469,Bernalillo County Sheriff's Department,sheriff,NM,20
2285,Bernalillo Police Department,local_police,NM,2
3239,Berrien County Sheriff's Office,sheriff,MI,3
3575,Bertie County Sheriff's Department,sheriff,NC,2
3172,Berwick Police Department,local_police,LA,1
5298,Berwyn Police Department,local_police,IL,1
1655,Bethany Police Department,local_police,OK,1
5312,Bethel Park Borough Police Department,local_police,PA,1
2897,Bettendorf Police Department,local_police,IA,3
846,Beverly Police Department,local_police,MA,1
580,Bexar County Sheriff's Office,sheriff,TX,15
1479,Bibb County Sheriff's Department,sheriff,GA,5
3302,Big Horn County Sheriff's Office,sheriff,WY,1
5375,Big Spring Police Department,local_police,TX,1
105,Billings Police Department,local_police,MT,13
1161,Biloxi Police Department,local_police,MS,6
3031,Bingham County Sheriff's Office,sheriff,ID,2
517,Birmingham Police Department,local_police,AL,11
297,Bisbee Police Department,local_police,AZ,1
2684,Bismarck Police Department,local_police,MO,2
1145,Bismarck Police Department,local_police,ND,2
2246,Bixby Police Department,local_police,OK,2
2208,Blackfoot Police Department,local_police,ID,2
2096,Blackman Township Police Officers,local_police,MI,1
3548,Blacksburg Police Department,local_police,VA,1
2481,Blackwell Police Department,local_police,OK,1
56,Bladenboro Police Department,local_police,NC,1
57,Bladen County Sheriff's Department,sheriff,NC,2
2770,Blair Police Department,local_police,NE,1
1344,Bleckley County Sheriff's Office,sheriff,GA,1
5497,Blendon Township Police Department,local_police,OH,1
727,Bloomfield Hills Police Department,local_police,MI,1
1842,Bloomfield Police Department,local_police,NJ,1
2452,Bloomingdale Police Department,local_police,IL,1
2720,Bloomingdale Police Department,local_police,NJ,1
139,Bloomington Police Department,local_police,MN,1
1229,Blount County Sheriff's Department,sheriff,AL,3
2313,Blount County Sheriff's Department,sheriff,TN,2
2768,Blue Earth County Sheriff's Department,sheriff,MN,1
757,Bluefield Police Department,local_police,WV,1
5544,Blue Island Police Department,local_police,IL,1
1127,Blue Springs Police Department,local_police,MO,2
5564,Bluffdale Police Department,local_police,UT,1
2450,Blytheville Police Department,local_police,AR,1
2596,BNSF Railway Special Agent,other,NE,1
5580,Boca Raton Police Department,local_police,FL,1
718,Boerne Police Department,local_police,TX,3
349,Boise Police Department,local_police,ID,19
3522,Bolingbrook Police Department,local_police,IL,1
3234,Bolivar Police Department,local_police,TN,1
1708,Bonham Police Department,local_police,TX,2
711,Bonner County Sheriff's Office,sheriff,ID,2
3385,Bonne Terre Police Department,local_police,MO,1
100,Bonneville County Sheriff's Office,sheriff,ID,6
5620,Bonney Lake Police Department,local_police,WA,1
398,Boone County Sheriff's Department,sheriff,MO,3
3149,Boone County Sheriff's Office,sheriff,AR,1
2852,Boone County Sheriff's Office,sheriff,KY,1
1343,Boone Police Department,local_police,IA,2
2038,Boonville Police Department,local_police,IN,1
5662,Bossier City Police Department,local_police,LA,1
2206,Bossier Parish Sheriff's Department,sheriff,LA,5
3,Boston Police Department,local_police,MA,12
2773,Botetourt County Sheriff's Department,sheriff,VA,1
2873,Bothell Police Department,local_police,WA,1
82,Boulder City Police Department,local_police,NV,1
300,Boulder County Sheriff's Office,sheriff,CO,3
1272,Boulder Police Department,local_police,CO,5
2902,Bountiful Police Department,local_police,UT,1
2484,Bowie County Sheriff's Office,sheriff,TX,1
5707,Bowling Green Police Department,local_police,KY,2
2167,Box Elder Police Department,local_police,SD,1
5727,Boyd Police Department,local_police,TX,1
2447,Boynton Beach Police Department,local_police,FL,3
2409,Bozeman Police Department,local_police,MT,2
5745,Brackenridge Borough Police Department,local_police,PA,1
2250,Bradford County Sheriff's Department,sheriff,FL,2
1989,Bradley County Sheriff's Office,sheriff,TN,5
1186,Braintree Police Department,local_police,MA,2
5792,Brandon Police Department,local_police,MS,1
5801,Branson Police Department,local_police,MO,1
2543,Braselton Police Department,local_police,GA,1
3523,Brattleboro Police Department,local_police,VT,1
1576,Brawley Police Department,local_police,CA,1
1588,Brazoria County Sheriff's Department,sheriff,TX,3
2747,Brea Police Department,local_police,CA,2
2033,Bremer County Sheriff's Office,sheriff,IA,1
1990,Bremerton Police Department,local_police,WA,1
5846,Brentwood Borough Police Department,local_police,PA,2
28,Brevard County Sheriff's Office,sheriff,FL,14
5855,Brewer Police Department,local_police,ME,1
1637,Brewster County Sheriff's Department,sheriff,TX,2
744,Brick Township Police Department,local_police,NJ,2
1736,Bridgeport Police Department,local_police,CT,2
1656,Bridgeton Police Department,local_police,NJ,1
2588,Bridgeview Police Department,local_police,IL,1
913,Brighton Police Department,local_police,CO,1
3599,Bristol Police Department,local_police,CT,1
2602,Bristol Police Department,local_police,MI,1
2249,Bristol Police Department,local_police,VA,2
1356,Bristol Tennessee Police Department,local_police,TN,3
2083,Bristol Township Police Department,local_police,PA,1
573,Bristow Police Department,local_police,OK,1
622,Brockton Police Department,local_police,MA,3
5960,Broken Arrow Police Department,local_police,OK,2
1365,Broken Bow Police Department,local_police,OK,1
5974,Brooke County Sheriff's Office,sheriff,WV,1
2864,Brookhaven Police Department,local_police,GA,2
855,Brookhaven Police Department,local_police,MS,2
5989,Brookings Police Department,local_police,OR,1
2566,Brooklyn Center Police Department,local_police,MN,2
2527,Brooklyn Police Department,local_police,OH,1
43,Brookport Police Department,local_police,IL,1
702,Brookshire Police Department,local_police,TX,1
1646,Brookville Police Department,local_police,IN,1
1522,Brookville Police Department,local_police,OH,1
787,Broomfield Police Deparment,local_police,CO,2
579,Broward County Sheriff's Office,sheriff,FL,20
2446,Brownstown Police Department,local_police,IN,1
661,Brownsville Police Department,local_police,TX,5
3232,Brunswick County Sheriff's Office,sheriff,NC,1
2906,Brunswick Police Department,local_police,GA,1
2882,Brunswick Police Department,local_police,OH,1
6096,Bryan County Sheriff's Office,sheriff,GA,1
2671,Bryant Police Department,local_police,AR,1
1196,Buchanan County Sheriff's Department,sheriff,VA,1
1342,Buckeye Police Department,local_police,AZ,2
1102,Buckingham County Sheriff's Office,sheriff,VA,1
2559,Buena Park Police Department,local_police,CA,3
3286,Buffalo Grove Police Department,local_police,IL,1
1735,Buffalo Police Department,local_police,NY,5
1503,Bullhead City Police Department,local_police,AZ,1
3014,Bullitt County Sheriff's Office,sheriff,KY,1
1626,Bulloch County Sheriff's Office,sheriff,GA,5
1665,Bull Shoals Police Department,local_police,AR,1
2790,Buncombe County Sheriff's Office,sheriff,NC,1
1792,Burbank Police Department,local_police,CA,2
2240,"Bureau of Alcohol, Firearms and Tobacco",federal,IN,1
2693,Bureau of Alcohol Tobacco and Firearms,federal,TX,1
6196,"Bureau of Alcohol, Tobacco and Firearms",federal,AR,1
6203,"Bureau of Alcohol, Tobacco and Firearms",federal,FL,1
6228,"Bureau of Alcohol, Tobacco and Firearms",federal,NY,1
3319,"Bureau of Alcohol, Tobacco and Firearms",federal,TN,1
6236,"Bureau of Alcohol, Tobacco and Firearms",federal,TX,1
761,"Bureau of Alcohol, Tobacco, Firearms and Explosives",federal,NM,1
623,"Bureau of Alcohol, Tobacco, Firearms and Explosives",federal,OR,1
3476,"Bureau of Alcohol, Tobacco, Firearms and Explosives",federal,VA,1
1395,Bureau of Criminal Apprehension,state_other,MN,1
28851,Bureau of Indian Affairs,federal,ID,1
607,Bureau of Indian Affairs,federal,ND,3
6265,Bureau of Indian Affairs Division Law Enforcement Uintah and Ouray Agency Fort Duchesne,local_police,UT,1
2150,Bureau of Indian Affairs Police,federal,MT,3
1924,Bureau of Indian Affairs Police,federal,SD,2
3543,Bureau of Indian Affairs Police,federal,WY,1
2191,Bureau of Land Management,federal,CO,1
3400,Bureau of Land Management,federal,NV,1
3567,Burien Police Department,local_police,WA,1
2546,Burke County Sheriff's Department,sheriff,GA,1
1844,Burke County Sheriff's Department,sheriff,NC,1
3257,Burleson County Sheriff's Office,sheriff,TX,1
2880,Burlington Northern and Santa Fe Railway Police Department,other,CO,1
287,Burlington Police Department,local_police,IA,3
3342,Burlington Police Department,local_police,MA,1
2247,Burlington Police Department,local_police,NC,1
989,Burlington Police Department,local_police,VT,2
2442,Burnet Police Department,local_police,TX,1
1175,Burnsville Police Department,local_police,MN,3
3293,Burton Police Department,local_police,MI,1
1166,Butler County Sheriff's Department,sheriff,KS,1
1809,Butler County Sheriff's Department,sheriff,MO,2
1513,Butler County Sheriff's Office,sheriff,KY,1
1783,Butler County Sheriff's Office,sheriff,OH,2
3201,Butler Police Department,local_police,PA,1
2862,Butler Township Police,local_police,OH,1
1895,Butte County Sheriff's Department,sheriff,CA,5
1315,Butte Police Department,local_police,MT,1
550,Byram Police Department,local_police,NJ,1
1563,Byron Police Department,local_police,GA,1
6441,Cabarrus County Sheriff's Office,sheriff,NC,2
2611,Cabell County Sheriff's Department,sheriff,WV,1
2888,Cabot Police Department,local_police,AR,1
1459,Cache County Sheriff's Office,sheriff,UT,1
3494,Caddo County Sheriff's Office,sheriff,OK,1
6449,Caddo Parish Caddo Sheriff's Office,sheriff,LA,1
2745,Caddo Parish Sheriff's Department,sheriff,LA,3
6452,Cadillac Police Department,local_police,MI,1
2276,Calaveras County Sheriff's Office,sheriff,CA,3
1240,Calcasieu Parish Sheriff's Office,sheriff,LA,3
1572,Caldwell County Sheriff's Department,sheriff,NC,7
1207,Caldwell County Sheriff's Office,sheriff,TX,1
2775,Caldwell Police Department,local_police,ID,3
6483,Caldwell Police Department,local_police,TX,1
2556,Caledonia Police Department,local_police,WI,2
3144,Calexico Police Department,local_police,CA,1
1883,Calhoun County Sheriff's Department,sheriff,AL,3
2819,Calhoun County Sheriff's Department,sheriff,FL,1
2427,Calhoun County Sheriff's Department,sheriff,MI,3
3154,Calhoun County Sheriff's Office,sheriff,SC,1
2360,Calhoun Police Department,local_police,GA,3
6543,California Department of Corrections,state_other,CA,1
442,California Department of Fish and Wildlife,state_other,CA,2
266,California Highway Patrol,state_police,CA,62
2505,California State Park Rangers,state_other,CA,2
6667,Callaway County Sheriff's Office,sheriff,MO,1
2614,Calloway County Sheriff's Department,sheriff,KY,2
2229,Cal Poly Pomona Police Department,local_other,CA,1
3326,Calumet City Police Department,local_police,IL,1
6706,Cambridge Police Department,local_police,MA,1
628,Camden County Police Department,local_police,NJ,3
3095,Camden County Sheriff's Office,sheriff,GA,3
3449,Cameron County Constable's Office,local_police,TX,1
2137,Cameron County Sheriff's Office,sheriff,TX,1
1439,Cameron Police Department,local_police,TX,2
6743,Cameron Police Department,local_police,WI,1
2271,Campbell County Sheriff's Department,sheriff,TN,2
539,Campbell County Sheriff's Office,sheriff,WY,2
6775,Campbell Police Department,local_police,CA,1
6784,Campbellsville Police Department,local_police,KY,1
2308,Canadian County Sheriff's Department,sheriff,OK,1
1903,Canandaigua Police Department,local_police,NY,2
3070,Candler County Sheriff's Office,sheriff,GA,1
6820,Cannelton Police Department,local_police,IN,1
233,Canon City Police Department,local_police,CO,2
3465,Canton Police Department,local_police,GA,1
2869,Canton Police Department,local_police,NC,1
1753,Canton Police Department,local_police,OH,4
415,Canyon County Sheriff's Office,sheriff,ID,2
1188,Cape Coral Police Department,local_police,FL,5
3456,Cape Girardeau County Sheriff's Office,sheriff,MO,2
1658,Cape Girardeau Police Department,local_police,MO,2
2317,Cape May County Prosecutor's Office,local_other,NJ,1
3519,Capital Area Regional Fugitive Task Force,federal,MD,1
1157,Carbon County Sheriff's Office,sheriff,MT,1
6876,Carbon County Sheriff's Office,sheriff,UT,1
3227,Caribou County Sheriff's Office,sheriff,ID,1
6898,Carlisle Borough Police Department,local_police,PA,1
6899,Carlisle County Sheriff's Office,sheriff,KY,1
760,Carlsbad Police Department,local_police,NM,4
6915,Carmel By The Sea Carmel Police Department,local_police,CA,1
2912,Carmel Police Department,local_police,IN,2
1621,Caroline County Sheriff's Department,sheriff,VA,2
6930,Carol Stream Police Department,local_police,IL,1
2634,Carroll County Sheriff's Department,sheriff,OH,1
339,Carroll County Sheriff's Department,sheriff,TN,1
2087,Carroll County Sheriff's Office,sheriff,GA,5
532,Carrollton Police Department,local_police,GA,1
1499,Carrollton Police Department,local_police,TX,3
723,Carson City Sheriff's Office,sheriff,NV,3
1739,Carter County Sheriff's Office,sheriff,TN,3
1354,Cartersville Police Department,local_police,GA,1
3174,Carterville Police Department,local_police,IL,1
2266,Carthage Police Department,local_police,TN,1
2241,Carver County Sheriff's Department,sheriff,MN,2
1757,Cary Police Department,local_police,NC,1
3240,Caryville Police Department,local_police,TN,1
1532,Casa Grande Police Department,local_police,AZ,5
3396,Cascade County Sheriff's Office,sheriff,MT,2
1274,Caseyville Police Department,local_police,MO,1
647,Casper Police Department,local_police,WY,9
2052,Cass County Sheriff's Department,sheriff,IN,2
2761,Cass County Sheriff's Department,sheriff,MN,1
1273,Cass County Sheriff's Department,sheriff,MO,2
1464,Cass County Sheriff's Office,sheriff,NE,2
2983,Cass County Sheriff's Office,sheriff,TX,1
2207,Casselberry Police Department,local_police,FL,1
7054,Castle Rock Police Department,local_police,CO,1
28854,Catahoula Correctional Center,local_other,LA,1
18,Catasauqua Police Department,local_police,PA,2
1544,Catawba County Sheriff's Department,sheriff,NC,4
878,Cathedral City Police Department,local_police,CA,3
1058,Catoosa County Sheriff's Office,sheriff,GA,4
921,Cayce Police Department,local_police,SC,1
279,Cecil County Sheriff's Office,sheriff,MD,4
2629,Cedar City Police Department,local_police,UT,1
7117,Cedar County Sheriff's Office,sheriff,MO,1
872,Cedar Rapids Police Department,local_police,IA,5
7146,Celina Police Department,local_police,OH,1
3188,Celina Police Department,local_police,TX,1
1798,Centerville City Police Department,local_police,UT,1
3268,Centerville Police Department,local_police,IA,1
7209,Centralia Police Department,local_police,IL,1
2503,Centralia Police Department,local_police,WA,2
2,Ceres Police Department,local_police,CA,4
7237,Chadron Police Department,local_police,NE,1
1509,Chambersburg Police Department,local_police,PA,1
660,Chambers County Sheriff's Office,sheriff,TX,2
2051,Chamblee Police Department,local_police,GA,4
693,Champaign Police Department,local_police,IL,2
195,Chandler Police Department,local_police,AZ,14
3204,Chanute Police Department,local_police,KS,1
2792,Charles County Sheriff's Office,sheriff,MD,2
535,Charleston County Sheriff's Office,sheriff,SC,7
538,Charleston Police Department,local_police,SC,3
1906,Charleston Police Department,local_police,WV,6
2608,Charlevoix County Sheriff's Office,sheriff,MI,1
1671,Charlotte County Sheriff's Office,sheriff,FL,6
354,Charlotte Mecklenburg Police Department,local_police,NC,27
1912,Charlottesville Police Department,local_police,VA,1
654,Chattanooga Police Department,local_police,TN,11
7353,Chattooga County Sheriff's Office,sheriff,GA,1
687,Chaves County Sheriff's Department,sheriff,NM,6
2425,Cheatham County Sheriff's Office,sheriff,TN,2
3438,Cheboygan County Sheriff's Office,sheriff,MI,1
3595,Checotah Police Department,local_police,OK,1
1146,Cheektowaga Police Department,local_police,NY,1
28846,Chefornak Tribal Police Department,local_other,AK,1
7363,Chehalis Tribal Police,local_police,WA,1
2286,Cheney Police Department,local_police,WA,1
2957,Cherokee County Sheriff's Office,sheriff,GA,4
895,Cherokee County Sheriff's Office,sheriff,OK,2
2283,Cherokee County Sheriff's Office,sheriff,SC,1
3007,Cherokee County Sheriff's Office,sheriff,TX,1
3487,Cherokee Multi-Agency Narcotics Squad,local_other,GA,1
2617,Cherokee Nation Marshal Service,other,OK,3
7388,Cherokee Police Department,local_police,AL,1
7392,Cherokee Tribal Police Department,local_police,NC,1
7406,Cherryville Police Department,local_police,NC,1
1237,Chesapeake Police Department,local_police,VA,2
2081,Chester County Sheriff's Department,sheriff,SC,2
746,Chester County Sheriff's Office,sheriff,PA,1
2009,Chesterfield County Police Department,local_police,VA,4
1265,Chesterfield County Sheriff's Department,sheriff,SC,1
2674,Chesterfield Police Department,local_police,MO,1
1081,Chester Police Department,local_police,PA,4
7459,Chetek Police Department,local_police,WI,1
2553,Cheviot Police Department,local_police,OH,1
658,Cheyenne Police Department,local_police,WY,4
